Iteration 7, Warp ID: 161, Weight: 2.136230e-06, CVs: pc1=0.92, pc2=0.00
Iteration 7, Warp ID: 162, Weight: 2.136230e-06, CVs: pc1=0.99, pc2=0.01
Iteration 7, Warp ID: 163, Weight: 2.136230e-06, CVs: pc1=1.00, pc2=0.02
Iteration 7, Warp ID: 164, Weight: 2.136230e-06, CVs: pc1=0.88, pc2=0.00
Iteration 7, Warp ID: 151, Weight: 4.747179e-06, CVs: pc1=0.94, pc2=0.01
Iteration 7, Warp ID: 152, Weight: 1.335144e-06, CVs: pc1=1.00, pc2=0.07
Iteration 7, Warp ID: 155, Weight: 1.335144e-06, CVs: pc1=0.90, pc2=0.02
Iteration 7, Warp ID: 158, Weight: 1.335144e-06, CVs: pc1=1.00, pc2=0.06
Iteration 8, Warp ID: 170, Weight: 1.335144e-06, CVs: pc1=1.00, pc2=0.10
Iteration 8, Warp ID: 178, Weight: 1.582393e-06, CVs: pc1=0.90, pc2=0.01
Iteration 8, Warp ID: 181, Weight: 1.582393e-06, CVs: pc1=0.93, pc2=0.00
Iteration 8, Warp ID: 182, Weight: 1.582393e-06, CVs: pc1=1.00, pc2=0.07
Iteration 8, Warp ID: 183, Weight: 1.582393e-06, CVs: pc1=0.97, pc2=0.01
Iteration 8, Warp ID: 186, Weight: 1.343419e-06, CVs: pc1=0.94, pc2=0.03
Iteration 8, Warp ID: 190, Weight: 1.343419e-06, CVs: pc1=0.96, pc2=0.02
Iteration 8, Warp ID: 191, Weight: 1.335144e-06, CVs: pc1=0.93, pc2=0.11
Iteration 8, Warp ID: 192, Weight: 1.335144e-06, CVs: pc1=0.98, pc2=0.01
Iteration 8, Warp ID: 194, Weight: 1.335144e-06, CVs: pc1=0.96, pc2=0.01
Iteration 8, Warp ID: 195, Weight: 1.335144e-06, CVs: pc1=0.89, pc2=0.04
Iteration 8, Warp ID: 196, Weight: 1.186795e-06, CVs: pc1=1.00, pc2=0.05
Iteration 8, Warp ID: 197, Weight: 1.186795e-06, CVs: pc1=1.00, pc2=0.04
Iteration 8, Warp ID: 198, Weight: 1.186795e-06, CVs: pc1=0.92, pc2=0.04
Iteration 8, Warp ID: 199, Weight: 1.186795e-06, CVs: pc1=0.92, pc2=0.01
Iteration 8, Warp ID: 200, Weight: 3.337860e-07, CVs: pc1=1.00, pc2=0.12
Iteration 8, Warp ID: 201, Weight: 3.337860e-07, CVs: pc1=1.00, pc2=0.25
Iteration 8, Warp ID: 203, Weight: 3.337860e-07, CVs: pc1=0.94, pc2=0.10
Iteration 8, Warp ID: 204, Weight: 3.337860e-07, CVs: pc1=1.00, pc2=0.11
Iteration 8, Warp ID: 205, Weight: 3.337860e-07, CVs: pc1=1.00, pc2=0.01
Iteration 8, Warp ID: 206, Weight: 3.337860e-07, CVs: pc1=1.00, pc2=0.01
Iteration 8, Warp ID: 207, Weight: 3.337860e-07, CVs: pc1=0.90, pc2=0.01
Iteration 9, Warp ID: 144, Weight: 1.112620e-07, CVs: pc1=0.89, pc2=0.01
Iteration 9, Warp ID: 145, Weight: 1.112620e-07, CVs: pc1=0.94, pc2=-0.00
Iteration 9, Warp ID: 147, Weight: 1.112620e-07, CVs: pc1=1.00, pc2=0.01
Iteration 9, Warp ID: 162, Weight: 1.054929e-06, CVs: pc1=0.89, pc2=-0.00
Iteration 9, Warp ID: 168, Weight: 3.051758e-06, CVs: pc1=1.00, pc2=0.09
Iteration 9, Warp ID: 170, Weight: 3.051758e-06, CVs: pc1=0.94, pc2=0.03
Iteration 9, Warp ID: 172, Weight: 3.051758e-06, CVs: pc1=0.88, pc2=0.02
Iteration 9, Warp ID: 173, Weight: 3.051758e-06, CVs: pc1=0.90, pc2=0.01
Iteration 9, Warp ID: 176, Weight: 1.780192e-07, CVs: pc1=0.95, pc2=0.01
Iteration 9, Warp ID: 177, Weight: 1.780192e-07, CVs: pc1=1.00, pc2=0.05
Iteration 9, Warp ID: 178, Weight: 1.780192e-07, CVs: pc1=0.88, pc2=0.00
Iteration 9, Warp ID: 180, Weight: 1.780192e-07, CVs: pc1=0.94, pc2=0.01
Iteration 9, Warp ID: 181, Weight: 1.780192e-07, CVs: pc1=0.97, pc2=0.02
Iteration 9, Warp ID: 182, Weight: 1.780192e-07, CVs: pc1=0.98, pc2=0.04
Iteration 9, Warp ID: 183, Weight: 1.780192e-07, CVs: pc1=0.94, pc2=-0.00
Iteration 9, Warp ID: 184, Weight: 8.900960e-07, CVs: pc1=0.96, pc2=0.08
Iteration 9, Warp ID: 185, Weight: 8.900960e-07, CVs: pc1=0.93, pc2=0.04
Iteration 9, Warp ID: 186, Weight: 1.780192e-06, CVs: pc1=1.00, pc2=0.00
Iteration 9, Warp ID: 187, Weight: 7.911965e-07, CVs: pc1=0.92, pc2=0.00
Iteration 9, Warp ID: 188, Weight: 7.911965e-07, CVs: pc1=0.90, pc2=0.00
Iteration 9, Warp ID: 189, Weight: 1.343419e-06, CVs: pc1=1.00, pc2=0.12
Iteration 9, Warp ID: 194, Weight: 7.911965e-07, CVs: pc1=0.91, pc2=0.00
Iteration 9, Warp ID: 195, Weight: 7.911965e-07, CVs: pc1=1.00, pc2=0.00
Iteration 9, Warp ID: 196, Weight: 1.343419e-06, CVs: pc1=0.95, pc2=0.01
