Iteration 11, Warp ID: 156, Weight: 7.601676e-05, CVs: pc1=0.94, pc2=0.02
Iteration 11, Warp ID: 160, Weight: 2.128737e-10, CVs: pc1=0.98, pc2=-0.00
Iteration 11, Warp ID: 162, Weight: 2.128737e-10, CVs: pc1=0.89, pc2=0.00
Iteration 11, Warp ID: 163, Weight: 2.128737e-10, CVs: pc1=1.00, pc2=0.11
Iteration 11, Warp ID: 164, Weight: 2.128737e-10, CVs: pc1=0.89, pc2=0.01
Iteration 11, Warp ID: 165, Weight: 2.128737e-10, CVs: pc1=0.98, pc2=0.00
Iteration 11, Warp ID: 166, Weight: 2.128737e-10, CVs: pc1=0.92, pc2=0.01
Iteration 11, Warp ID: 167, Weight: 2.128737e-10, CVs: pc1=0.90, pc2=0.01
Iteration 11, Warp ID: 168, Weight: 3.990880e-05, CVs: pc1=1.00, pc2=0.25
Iteration 11, Warp ID: 169, Weight: 3.990880e-05, CVs: pc1=1.00, pc2=0.08
Iteration 11, Warp ID: 172, Weight: 3.990880e-05, CVs: pc1=0.90, pc2=0.01
Iteration 11, Warp ID: 173, Weight: 3.990880e-05, CVs: pc1=0.89, pc2=0.02
Iteration 11, Warp ID: 174, Weight: 3.990880e-05, CVs: pc1=0.90, pc2=0.02
Iteration 11, Warp ID: 175, Weight: 3.990880e-05, CVs: pc1=0.94, pc2=0.00
Iteration 11, Warp ID: 176, Weight: 2.128737e-10, CVs: pc1=0.94, pc2=0.01
Iteration 11, Warp ID: 177, Weight: 2.128737e-10, CVs: pc1=1.00, pc2=0.02
Iteration 11, Warp ID: 178, Weight: 2.128737e-10, CVs: pc1=0.99, pc2=0.02
Iteration 11, Warp ID: 179, Weight: 2.128737e-10, CVs: pc1=1.00, pc2=0.15
Iteration 11, Warp ID: 182, Weight: 2.128737e-10, CVs: pc1=0.89, pc2=0.01
Iteration 12, Warp ID: 151, Weight: 3.800838e-05, CVs: pc1=0.90, pc2=0.02
Iteration 12, Warp ID: 158, Weight: 2.217156e-05, CVs: pc1=0.91, pc2=0.01
Iteration 12, Warp ID: 161, Weight: 2.128737e-10, CVs: pc1=0.94, pc2=0.01
