Iteration 4, Warp ID: 128, Weight: 3.051758e-05, CVs: pc1=1.18
Iteration 4, Warp ID: 129, Weight: 3.051758e-05, CVs: pc1=0.80
Iteration 4, Warp ID: 130, Weight: 3.051758e-05, CVs: pc1=1.43
Iteration 4, Warp ID: 133, Weight: 3.051758e-05, CVs: pc1=0.84
Iteration 4, Warp ID: 142, Weight: 4.882813e-05, CVs: pc1=0.61
Iteration 4, Warp ID: 146, Weight: 3.051758e-05, CVs: pc1=0.94
Iteration 4, Warp ID: 149, Weight: 3.051758e-05, CVs: pc1=0.65
Iteration 4, Warp ID: 126, Weight: 2.441406e-04, CVs: pc1=0.82
Iteration 5, Warp ID: 139, Weight: 2.232143e-03, CVs: pc1=0.99
Iteration 5, Warp ID: 141, Weight: 2.232143e-03, CVs: pc1=0.65
Iteration 5, Warp ID: 145, Weight: 5.859375e-03, CVs: pc1=0.55
Iteration 5, Warp ID: 146, Weight: 5.859375e-03, CVs: pc1=1.46
Iteration 5, Warp ID: 148, Weight: 3.051758e-05, CVs: pc1=0.75
Iteration 5, Warp ID: 149, Weight: 9.765625e-04, CVs: pc1=0.94
Iteration 5, Warp ID: 152, Weight: 4.882813e-05, CVs: pc1=1.22
Iteration 5, Warp ID: 154, Weight: 4.882813e-05, CVs: pc1=0.84
Iteration 5, Warp ID: 156, Weight: 4.882813e-05, CVs: pc1=0.97
Iteration 5, Warp ID: 157, Weight: 1.627604e-05, CVs: pc1=0.84
Iteration 5, Warp ID: 167, Weight: 3.051758e-05, CVs: pc1=0.61
Iteration 5, Warp ID: 176, Weight: 1.017253e-05, CVs: pc1=0.88
Iteration 5, Warp ID: 177, Weight: 1.017253e-05, CVs: pc1=0.68
Iteration 5, Warp ID: 178, Weight: 1.017253e-05, CVs: pc1=1.08
Iteration 5, Warp ID: 182, Weight: 6.103516e-05, CVs: pc1=0.89
Iteration 5, Warp ID: 188, Weight: 3.814697e-06, CVs: pc1=0.97
Iteration 5, Warp ID: 194, Weight: 3.814697e-06, CVs: pc1=1.11
Iteration 5, Warp ID: 195, Weight: 3.814697e-06, CVs: pc1=1.20
Iteration 5, Warp ID: 205, Weight: 1.017253e-05, CVs: pc1=1.26
Iteration 5, Warp ID: 207, Weight: 3.051758e-05, CVs: pc1=1.27
Iteration 5, Warp ID: 121, Weight: 1.302083e-03, CVs: pc1=0.56
Iteration 6, Warp ID: 140, Weight: 2.604167e-03, CVs: pc1=0.87
Iteration 6, Warp ID: 142, Weight: 4.833984e-04, CVs: pc1=0.55
Iteration 6, Warp ID: 150, Weight: 8.138021e-06, CVs: pc1=0.61
Iteration 6, Warp ID: 154, Weight: 1.275510e-03, CVs: pc1=0.85
Iteration 6, Warp ID: 157, Weight: 4.882813e-05, CVs: pc1=1.01
Iteration 6, Warp ID: 159, Weight: 1.525879e-05, CVs: pc1=1.13
Iteration 6, Warp ID: 163, Weight: 1.116071e-03, CVs: pc1=0.90
Iteration 6, Warp ID: 168, Weight: 4.251701e-04, CVs: pc1=0.53
Iteration 6, Warp ID: 169, Weight: 4.251701e-04, CVs: pc1=1.03
Iteration 6, Warp ID: 172, Weight: 1.525879e-05, CVs: pc1=0.73
Iteration 6, Warp ID: 174, Weight: 3.814697e-06, CVs: pc1=1.02
Iteration 6, Warp ID: 176, Weight: 5.425347e-05, CVs: pc1=0.61
Iteration 6, Warp ID: 178, Weight: 5.425347e-05, CVs: pc1=1.09
