Iteration 10, Warp ID: 100, Weight: 4.700729e-07, CVs: pc1=0.96, pc2=0.03
Iteration 10, Warp ID: 88, Weight: 8.154855e-06, CVs: pc1=0.98, pc2=0.00
Iteration 10, Warp ID: 90, Weight: 8.154855e-06, CVs: pc1=1.00, pc2=0.02
Iteration 10, Warp ID: 94, Weight: 8.154855e-06, CVs: pc1=0.96, pc2=0.01
Iteration 11, Warp ID: 104, Weight: 5.875912e-08, CVs: pc1=0.99, pc2=0.04
Iteration 11, Warp ID: 106, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=0.02
Iteration 11, Warp ID: 107, Weight: 5.875912e-08, CVs: pc1=0.98, pc2=0.04
Iteration 11, Warp ID: 108, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=-0.00
Iteration 11, Warp ID: 112, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=0.04
Iteration 11, Warp ID: 117, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=0.01
Iteration 11, Warp ID: 118, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=0.01
Iteration 11, Warp ID: 119, Weight: 5.875912e-08, CVs: pc1=0.97, pc2=0.02
Iteration 11, Warp ID: 121, Weight: 1.175182e-07, CVs: pc1=1.00, pc2=0.00
Iteration 11, Warp ID: 122, Weight: 1.175182e-07, CVs: pc1=0.97, pc2=0.01
Iteration 11, Warp ID: 126, Weight: 1.175182e-07, CVs: pc1=1.00, pc2=0.03
Iteration 12, Warp ID: 128, Weight: 1.958637e-08, CVs: pc1=0.98, pc2=0.00
Iteration 12, Warp ID: 132, Weight: 1.958637e-08, CVs: pc1=1.00, pc2=0.01
Iteration 12, Warp ID: 134, Weight: 1.958637e-08, CVs: pc1=1.00, pc2=0.00
Iteration 12, Warp ID: 136, Weight: 5.875912e-08, CVs: pc1=0.97, pc2=0.01
Iteration 12, Warp ID: 143, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=0.01
Iteration 12, Warp ID: 146, Weight: 7.344890e-09, CVs: pc1=1.00, pc2=0.02
Iteration 12, Warp ID: 147, Weight: 7.344890e-09, CVs: pc1=1.00, pc2=0.01
Iteration 12, Warp ID: 148, Weight: 7.344890e-09, CVs: pc1=0.98, pc2=0.00
Iteration 12, Warp ID: 151, Weight: 7.344890e-09, CVs: pc1=0.96, pc2=0.01
Iteration 12, Warp ID: 105, Weight: 1.958637e-08, CVs: pc1=0.98, pc2=0.01
Iteration 12, Warp ID: 107, Weight: 1.958637e-08, CVs: pc1=0.98, pc2=0.02
Iteration 12, Warp ID: 115, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=0.03
Iteration 12, Warp ID: 117, Weight: 5.875912e-08, CVs: pc1=1.00, pc2=0.01
Iteration 12, Warp ID: 125, Weight: 1.274196e-07, CVs: pc1=1.00, pc2=0.01
Iteration 12, Warp ID: 127, Weight: 1.274196e-07, CVs: pc1=1.00, pc2=0.04
Iteration 13, Warp ID: 133, Weight: 1.175182e-08, CVs: pc1=1.00, pc2=0.01
Iteration 13, Warp ID: 90, Weight: 9.433691e-07, CVs: pc1=1.00, pc2=0.04
Iteration 13, Warp ID: 99, Weight: 9.433691e-07, CVs: pc1=0.99, pc2=0.00
Iteration 13, Warp ID: 104, Weight: 9.433691e-07, CVs: pc1=1.00, pc2=0.00
Iteration 13, Warp ID: 111, Weight: 9.433691e-07, CVs: pc1=0.96, pc2=0.01
Iteration 13, Warp ID: 113, Weight: 7.344890e-09, CVs: pc1=1.00, pc2=0.04
Iteration 13, Warp ID: 114, Weight: 7.344890e-09, CVs: pc1=0.97, pc2=0.02
Iteration 13, Warp ID: 120, Weight: 1.078136e-06, CVs: pc1=1.00, pc2=0.00
Iteration 14, Warp ID: 139, Weight: 7.963725e-09, CVs: pc1=0.96, pc2=0.01
Iteration 14, Warp ID: 147, Weight: 1.179211e-07, CVs: pc1=1.00, pc2=0.03
Iteration 14, Warp ID: 148, Weight: 1.179211e-07, CVs: pc1=1.00, pc2=0.02
Iteration 14, Warp ID: 149, Weight: 1.179211e-07, CVs: pc1=0.97, pc2=0.00
Iteration 14, Warp ID: 98, Weight: 1.347670e-07, CVs: pc1=1.00, pc2=0.00
Iteration 14, Warp ID: 101, Weight: 1.347670e-07, CVs: pc1=0.96, pc2=0.04
Iteration 14, Warp ID: 115, Weight: 2.358423e-07, CVs: pc1=1.00, pc2=0.04
Iteration 14, Warp ID: 123, Weight: 9.181112e-10, CVs: pc1=0.96, pc2=0.00
