Iteration 17, Warp ID: 146, Weight: 2.543132e-06, CVs: pc1=0.90, pc2=0.08
Iteration 17, Warp ID: 150, Weight: 1.271566e-06, CVs: pc1=0.88, pc2=0.01
Iteration 17, Warp ID: 151, Weight: 1.271566e-06, CVs: pc1=0.92, pc2=0.00
Iteration 17, Warp ID: 152, Weight: 6.357829e-07, CVs: pc1=0.97, pc2=0.01
Iteration 17, Warp ID: 153, Weight: 6.357829e-07, CVs: pc1=0.90, pc2=0.00
Iteration 17, Warp ID: 154, Weight: 6.357829e-07, CVs: pc1=0.94, pc2=0.01
Iteration 17, Warp ID: 155, Weight: 6.357829e-07, CVs: pc1=0.92, pc2=0.02
Iteration 18, Warp ID: 144, Weight: 1.695421e-06, CVs: pc1=0.89, pc2=0.00
Iteration 18, Warp ID: 145, Weight: 2.543132e-06, CVs: pc1=0.88, pc2=0.01
Iteration 18, Warp ID: 148, Weight: 4.069010e-05, CVs: pc1=0.93, pc2=0.06
Iteration 18, Warp ID: 149, Weight: 4.069010e-05, CVs: pc1=0.90, pc2=0.03
Iteration 18, Warp ID: 151, Weight: 1.271566e-06, CVs: pc1=0.88, pc2=0.00
Iteration 19, Warp ID: 152, Weight: 3.306071e-05, CVs: pc1=0.92, pc2=0.12
Iteration 19, Warp ID: 153, Weight: 3.306071e-05, CVs: pc1=0.89, pc2=0.03
Iteration 19, Warp ID: 155, Weight: 3.306071e-05, CVs: pc1=0.91, pc2=0.12
Iteration 19, Warp ID: 150, Weight: 5.651403e-07, CVs: pc1=0.91, pc2=0.05
Iteration 20, Warp ID: 147, Weight: 1.271566e-06, CVs: pc1=0.88, pc2=0.00
Iteration 20, Warp ID: 150, Weight: 5.651403e-07, CVs: pc1=0.89, pc2=0.01
Iteration 21, Warp ID: 154, Weight: 1.102024e-05, CVs: pc1=0.90, pc2=0.01
Iteration 21, Warp ID: 156, Weight: 1.836706e-06, CVs: pc1=0.99, pc2=0.24
Iteration 21, Warp ID: 157, Weight: 1.836706e-06, CVs: pc1=0.97, pc2=0.12
Iteration 21, Warp ID: 158, Weight: 1.836706e-06, CVs: pc1=0.99, pc2=0.20
Iteration 22, Warp ID: 160, Weight: 4.591765e-07, CVs: pc1=0.94, pc2=0.19
Iteration 22, Warp ID: 148, Weight: 1.610650e-05, CVs: pc1=0.93, pc2=0.03
Iteration 22, Warp ID: 152, Weight: 8.477105e-07, CVs: pc1=0.91, pc2=0.00
Iteration 22, Warp ID: 155, Weight: 2.204047e-05, CVs: pc1=0.92, pc2=0.05
Iteration 22, Warp ID: 157, Weight: 6.181222e-07, CVs: pc1=0.96, pc2=0.20
Iteration 22, Warp ID: 159, Weight: 6.181222e-07, CVs: pc1=0.97, pc2=0.15
Iteration 23, Warp ID: 152, Weight: 6.181222e-07, CVs: pc1=0.92, pc2=0.01
Iteration 23, Warp ID: 153, Weight: 6.181222e-07, CVs: pc1=0.92, pc2=0.04
Iteration 23, Warp ID: 160, Weight: 1.147941e-07, CVs: pc1=0.93, pc2=0.10
Iteration 24, Warp ID: 162, Weight: 5.739707e-08, CVs: pc1=0.98, pc2=0.23
Iteration 24, Warp ID: 142, Weight: 3.708733e-06, CVs: pc1=0.90, pc2=0.02
Iteration 24, Warp ID: 146, Weight: 2.755059e-06, CVs: pc1=0.96, pc2=0.17
Iteration 24, Warp ID: 152, Weight: 3.178914e-07, CVs: pc1=0.93, pc2=0.05
Iteration 24, Warp ID: 153, Weight: 3.178914e-07, CVs: pc1=0.93, pc2=0.12
Iteration 24, Warp ID: 156, Weight: 1.545306e-07, CVs: pc1=0.91, pc2=0.13
Iteration 24, Warp ID: 158, Weight: 1.545306e-07, CVs: pc1=0.91, pc2=0.04
Iteration 25, Warp ID: 140, Weight: 2.755059e-06, CVs: pc1=0.89, pc2=0.03
Iteration 25, Warp ID: 141, Weight: 3.184311e-06, CVs: pc1=0.92, pc2=0.00
Iteration 25, Warp ID: 145, Weight: 3.673412e-06, CVs: pc1=0.90, pc2=0.03
Iteration 25, Warp ID: 146, Weight: 3.673412e-06, CVs: pc1=0.91, pc2=0.12
Iteration 25, Warp ID: 148, Weight: 1.373605e-07, CVs: pc1=0.97, pc2=0.21
Iteration 25, Warp ID: 151, Weight: 5.739707e-08, CVs: pc1=0.92, pc2=0.14
Iteration 26, Warp ID: 149, Weight: 1.102024e-05, CVs: pc1=0.90, pc2=0.06
Iteration 26, Warp ID: 158, Weight: 1.836706e-06, CVs: pc1=0.98, pc2=0.23
Iteration 27, Warp ID: 144, Weight: 1.271566e-06, CVs: pc1=0.94, pc2=0.05
Iteration 27, Warp ID: 145, Weight: 3.673412e-06, CVs: pc1=0.90, pc2=0.02
Iteration 27, Warp ID: 150, Weight: 9.183530e-07, CVs: pc1=0.95, pc2=0.06
Iteration 28, Warp ID: 152, Weight: 5.133358e-06, CVs: pc1=0.94, pc2=0.01
Iteration 28, Warp ID: 153, Weight: 1.711119e-06, CVs: pc1=0.91, pc2=0.09
Iteration 28, Warp ID: 154, Weight: 1.711119e-06, CVs: pc1=0.92, pc2=0.06
Iteration 28, Warp ID: 155, Weight: 1.711119e-06, CVs: pc1=0.89, pc2=0.01
Iteration 29, Warp ID: 140, Weight: 5.666121e-07, CVs: pc1=0.94, pc2=0.12
Iteration 30, Warp ID: 144, Weight: 2.060407e-07, CVs: pc1=0.90, pc2=0.01
Iteration 30, Warp ID: 149, Weight: 1.416530e-07, CVs: pc1=0.93, pc2=0.08
Iteration 31, Warp ID: 160, Weight: 3.541325e-08, CVs: pc1=0.92, pc2=0.04
Iteration 31, Warp ID: 161, Weight: 3.541325e-08, CVs: pc1=0.91, pc2=0.13
Iteration 31, Warp ID: 162, Weight: 3.541325e-08, CVs: pc1=0.91, pc2=0.10
Iteration 31, Warp ID: 163, Weight: 3.541325e-08, CVs: pc1=0.94, pc2=0.04
Iteration 31, Warp ID: 152, Weight: 5.151019e-08, CVs: pc1=0.92, pc2=0.04
Iteration 31, Warp ID: 153, Weight: 5.151019e-08, CVs: pc1=0.90, pc2=0.01
Iteration 32, Warp ID: 144, Weight: 3.367294e-06, CVs: pc1=0.89, pc2=0.02
Iteration 32, Warp ID: 145, Weight: 1.149796e-04, CVs: pc1=0.88, pc2=0.03
Iteration 32, Warp ID: 152, Weight: 1.653891e-06, CVs: pc1=0.94, pc2=0.13
Iteration 32, Warp ID: 153, Weight: 1.653891e-06, CVs: pc1=0.94, pc2=0.07
Iteration 32, Warp ID: 154, Weight: 1.653891e-06, CVs: pc1=0.91, pc2=0.06
Iteration 32, Warp ID: 155, Weight: 1.653891e-06, CVs: pc1=0.94, pc2=0.08
Iteration 33, Warp ID: 152, Weight: 2.420059e-06, CVs: pc1=0.98, pc2=0.21
Iteration 33, Warp ID: 145, Weight: 4.410376e-06, CVs: pc1=0.90, pc2=0.02
Iteration 33, Warp ID: 146, Weight: 4.410376e-06, CVs: pc1=0.89, pc2=0.01
Iteration 33, Warp ID: 143, Weight: 5.314870e-06, CVs: pc1=0.89, pc2=0.01
Iteration 34, Warp ID: 144, Weight: 2.325317e-06, CVs: pc1=0.91, pc2=0.11
