Iteration 2, Warp ID: 71, Weight: 5.208333e-03, CVs: pc1=0.96
Iteration 2, Warp ID: 79, Weight: 1.953125e-03, CVs: pc1=0.65
Iteration 2, Warp ID: 83, Weight: 1.953125e-03, CVs: pc1=1.01
Iteration 2, Warp ID: 85, Weight: 1.953125e-03, CVs: pc1=1.31
Iteration 2, Warp ID: 91, Weight: 1.953125e-03, CVs: pc1=0.64
Iteration 2, Warp ID: 93, Weight: 1.953125e-03, CVs: pc1=1.20
Iteration 2, Warp ID: 95, Weight: 1.953125e-03, CVs: pc1=1.01
Iteration 3, Warp ID: 165, Weight: 2.441406e-04, CVs: pc1=1.23
Iteration 3, Warp ID: 137, Weight: 2.604167e-03, CVs: pc1=0.89
Iteration 3, Warp ID: 107, Weight: 2.441406e-04, CVs: pc1=0.59
Iteration 3, Warp ID: 147, Weight: 6.510417e-04, CVs: pc1=0.81
Iteration 3, Warp ID: 148, Weight: 6.510417e-04, CVs: pc1=0.64
Iteration 3, Warp ID: 155, Weight: 2.441406e-04, CVs: pc1=1.15
Iteration 3, Warp ID: 157, Weight: 2.441406e-04, CVs: pc1=1.08
Iteration 3, Warp ID: 158, Weight: 2.441406e-04, CVs: pc1=0.96
Iteration 4, Warp ID: 149, Weight: 3.125000e-04, CVs: pc1=0.91
Iteration 4, Warp ID: 150, Weight: 3.125000e-04, CVs: pc1=0.77
Iteration 4, Warp ID: 162, Weight: 3.125000e-04, CVs: pc1=0.88
Iteration 4, Warp ID: 163, Weight: 3.125000e-04, CVs: pc1=0.65
Iteration 4, Warp ID: 165, Weight: 3.472222e-04, CVs: pc1=0.57
Iteration 4, Warp ID: 166, Weight: 3.472222e-04, CVs: pc1=0.84
Iteration 4, Warp ID: 167, Weight: 3.472222e-04, CVs: pc1=1.00
Iteration 4, Warp ID: 169, Weight: 2.976190e-03, CVs: pc1=1.22
Iteration 4, Warp ID: 179, Weight: 2.604167e-04, CVs: pc1=0.92
Iteration 4, Warp ID: 181, Weight: 2.604167e-04, CVs: pc1=0.61
Iteration 4, Warp ID: 190, Weight: 4.882812e-04, CVs: pc1=0.61
Iteration 4, Warp ID: 192, Weight: 1.220703e-04, CVs: pc1=0.62
Iteration 4, Warp ID: 194, Weight: 5.208333e-04, CVs: pc1=1.12
Iteration 4, Warp ID: 196, Weight: 5.208333e-04, CVs: pc1=0.97
Iteration 4, Warp ID: 198, Weight: 3.255208e-04, CVs: pc1=0.82
Iteration 4, Warp ID: 199, Weight: 3.255208e-04, CVs: pc1=0.64
Iteration 4, Warp ID: 200, Weight: 4.069010e-05, CVs: pc1=1.08
