Iteration 0, Warp ID: 170, Weight: 5.68181798828890083e-03, CVs: pc1=0.97, pc2=7.88
Iteration 0, Warp ID: 172, Weight: 5.68181798828890083e-03, CVs: pc1=0.95, pc2=8.22
Iteration 1, Warp ID: 137, Weight: 5.68181798705723329e-03, CVs: pc1=0.97, pc2=8.24
Iteration 1, Warp ID: 140, Weight: 5.68181798705723329e-03, CVs: pc1=0.99, pc2=8.45
Iteration 1, Warp ID: 142, Weight: 1.89393899568574518e-03, CVs: pc1=0.96, pc2=12.08
Iteration 1, Warp ID: 145, Weight: 1.42045499676430697e-03, CVs: pc1=1.00, pc2=11.55
Iteration 1, Warp ID: 147, Weight: 1.42045499676430697e-03, CVs: pc1=1.00, pc2=8.58
Iteration 2, Warp ID: 168, Weight: 4.73484798808002582e-04, CVs: pc1=1.00, pc2=14.59
Iteration 2, Warp ID: 169, Weight: 4.73484798808002582e-04, CVs: pc1=0.95, pc2=8.78
Iteration 2, Warp ID: 171, Weight: 4.73484798808002582e-04, CVs: pc1=1.00, pc2=15.68
Iteration 2, Warp ID: 165, Weight: 1.89393899523201091e-03, CVs: pc1=0.97, pc2=18.52
Iteration 3, Warp ID: 163, Weight: 1.42045499604791562e-03, CVs: pc1=0.92, pc2=27.68
Iteration 3, Warp ID: 158, Weight: 7.10227298023958457e-03, CVs: pc1=0.91, pc2=11.04
Iteration 4, Warp ID: 160, Weight: 4.73484798544091077e-04, CVs: pc1=0.95, pc2=32.69
Iteration 4, Warp ID: 161, Weight: 4.73484798544091077e-04, CVs: pc1=0.97, pc2=22.37
Iteration 4, Warp ID: 164, Weight: 9.46969697088181862e-04, CVs: pc1=0.99, pc2=11.28
Iteration 4, Warp ID: 167, Weight: 4.73484798544091077e-04, CVs: pc1=0.96, pc2=15.33
Iteration 4, Warp ID: 171, Weight: 3.55113598908068321e-04, CVs: pc1=0.98, pc2=22.65
Iteration 4, Warp ID: 156, Weight: 2.84090899126454577e-03, CVs: pc1=0.93, pc2=43.24
Iteration 5, Warp ID: 161, Weight: 2.84090899034583058e-03, CVs: pc1=0.93, pc2=33.63
Iteration 5, Warp ID: 171, Weight: 1.18371199597742965e-04, CVs: pc1=0.97, pc2=41.91
Iteration 5, Warp ID: 172, Weight: 8.87784096983071906e-05, CVs: pc1=0.99, pc2=13.79
Iteration 5, Warp ID: 165, Weight: 4.73484798390971860e-04, CVs: pc1=1.00, pc2=21.87
Iteration 6, Warp ID: 160, Weight: 8.87784096665778785e-05, CVs: pc1=1.00, pc2=16.18
Iteration 6, Warp ID: 167, Weight: 1.18371199555437207e-04, CVs: pc1=1.00, pc2=35.13
Iteration 7, Warp ID: 162, Weight: 2.36742399017364280e-04, CVs: pc1=0.94, pc2=10.01
Iteration 7, Warp ID: 164, Weight: 4.43891998157558041e-05, CVs: pc1=0.96, pc2=21.21
Iteration 7, Warp ID: 165, Weight: 4.43891998157558041e-05, CVs: pc1=0.93, pc2=45.62
Iteration 7, Warp ID: 167, Weight: 4.73484798034728559e-04, CVs: pc1=0.94, pc2=38.34
Iteration 7, Warp ID: 171, Weight: 4.73484798034728559e-04, CVs: pc1=1.00, pc2=30.47
Iteration 8, Warp ID: 170, Weight: 2.07149599049767126e-04, CVs: pc1=1.00, pc2=65.27
Iteration 9, Warp ID: 160, Weight: 2.36742398799806022e-04, CVs: pc1=0.97, pc2=19.76
Iteration 9, Warp ID: 171, Weight: 4.43891997749636325e-05, CVs: pc1=1.00, pc2=22.91
Iteration 9, Warp ID: 158, Weight: 1.18371199399903011e-04, CVs: pc1=0.90, pc2=17.33
Iteration 10, Warp ID: 173, Weight: 8.87784095025926387e-05, CVs: pc1=1.00, pc2=20.23
Iteration 11, Warp ID: 168, Weight: 1.18371199267039889e-04, CVs: pc1=1.00, pc2=17.59
Iteration 11, Warp ID: 169, Weight: 1.18371199267039889e-04, CVs: pc1=1.00, pc2=14.72
Iteration 11, Warp ID: 162, Weight: 1.10972999312849888e-05, CVs: pc1=0.97, pc2=51.95
Iteration 12, Warp ID: 160, Weight: 1.10972999240581681e-05, CVs: pc1=0.98, pc2=12.14
Iteration 12, Warp ID: 169, Weight: 1.18371199189953806e-04, CVs: pc1=1.00, pc2=33.80
Iteration 12, Warp ID: 171, Weight: 1.10972999240581681e-05, CVs: pc1=1.00, pc2=13.86
Iteration 13, Warp ID: 163, Weight: 5.91856095523801793e-05, CVs: pc1=0.95, pc2=21.22
Iteration 15, Warp ID: 168, Weight: 4.22313996098895675e-05, CVs: pc1=1.00, pc2=36.20
Iteration 15, Warp ID: 169, Weight: 1.10972998974892500e-05, CVs: pc1=0.98, pc2=17.99
Iteration 15, Warp ID: 159, Weight: 3.87480796420665633e-04, CVs: pc1=0.92, pc2=69.54
Iteration 16, Warp ID: 159, Weight: 3.87480796044223808e-04, CVs: pc1=0.92, pc2=50.67
Iteration 17, Warp ID: 160, Weight: 2.22624197488209856e-03, CVs: pc1=0.95, pc2=71.92
Iteration 17, Warp ID: 172, Weight: 6.93581292174567478e-07, CVs: pc1=1.00, pc2=37.67
Iteration 17, Warp ID: 156, Weight: 8.39120390532501273e-03, CVs: pc1=0.91, pc2=72.85
Iteration 18, Warp ID: 172, Weight: 4.16148794810935513e-06, CVs: pc1=1.00, pc2=72.55
Iteration 18, Warp ID: 156, Weight: 8.40805489515783662e-03, CVs: pc1=0.93, pc2=31.78
Iteration 18, Warp ID: 150, Weight: 9.82042587754662676e-04, CVs: pc1=0.89, pc2=56.11
Iteration 19, Warp ID: 170, Weight: 6.93581290441995148e-07, CVs: pc1=1.00, pc2=88.12
Iteration 21, Warp ID: 166, Weight: 1.68514597163607686e-05, CVs: pc1=0.95, pc2=45.06
Iteration 22, Warp ID: 168, Weight: 2.10643196081628074e-06, CVs: pc1=0.99, pc2=43.65
Iteration 22, Warp ID: 169, Weight: 2.10643196081628074e-06, CVs: pc1=0.99, pc2=52.65
Iteration 22, Warp ID: 174, Weight: 1.73395296774511270e-07, CVs: pc1=1.00, pc2=58.76
Iteration 23, Warp ID: 168, Weight: 4.21286391339058616e-06, CVs: pc1=1.00, pc2=59.63
Iteration 23, Warp ID: 157, Weight: 6.93581285741132438e-07, CVs: pc1=0.94, pc2=73.03
Iteration 24, Warp ID: 172, Weight: 1.15596897373585373e-07, CVs: pc1=0.95, pc2=46.48
Iteration 24, Warp ID: 173, Weight: 1.15596897373585373e-07, CVs: pc1=0.98, pc2=45.07
Iteration 25, Warp ID: 164, Weight: 2.77432493033672426e-06, CVs: pc1=0.96, pc2=30.57
Iteration 26, Warp ID: 156, Weight: 1.54129195722786590e-07, CVs: pc1=0.95, pc2=121.15
Iteration 26, Warp ID: 157, Weight: 1.54129195722786590e-07, CVs: pc1=0.96, pc2=87.33
Iteration 26, Warp ID: 166, Weight: 4.33488287970339801e-08, CVs: pc1=1.00, pc2=46.45
Iteration 27, Warp ID: 163, Weight: 4.62387485818847273e-07, CVs: pc1=0.90, pc2=51.72
Iteration 29, Warp ID: 162, Weight: 4.21446984212721019e-08, CVs: pc1=0.95, pc2=56.26
Iteration 29, Warp ID: 163, Weight: 1.26434095263816120e-07, CVs: pc1=0.97, pc2=33.49
Iteration 32, Warp ID: 169, Weight: 4.33488278080530545e-08, CVs: pc1=1.00, pc2=60.11
Iteration 32, Warp ID: 146, Weight: 2.73630986163763410e-04, CVs: pc1=0.86, pc2=69.26
Iteration 32, Warp ID: 167, Weight: 4.21446978689402672e-08, CVs: pc1=0.99, pc2=67.92
Iteration 33, Warp ID: 161, Weight: 8.41889652952416273e-04, CVs: pc1=0.91, pc2=65.39
