Iteration 0, Warp ID: 160, Weight: 5.68181799999946825e-03, CVs: pc1=0.87, pc2=13.86
Iteration 0, Warp ID: 166, Weight: 5.68181799999946825e-03, CVs: pc1=0.94, pc2=15.91
Iteration 0, Warp ID: 158, Weight: 5.68181799999946825e-03, CVs: pc1=0.90, pc2=10.36
Iteration 1, Warp ID: 145, Weight: 2.84090899999970593e-03, CVs: pc1=0.94, pc2=15.77
Iteration 1, Warp ID: 151, Weight: 5.68181799999941187e-03, CVs: pc1=0.99, pc2=3.34
Iteration 2, Warp ID: 152, Weight: 1.89393899999978368e-03, CVs: pc1=0.99, pc2=16.55
Iteration 2, Warp ID: 124, Weight: 5.68181799999935115e-03, CVs: pc1=0.86, pc2=9.79
Iteration 3, Warp ID: 160, Weight: 4.26136399999946149e-03, CVs: pc1=1.00, pc2=21.66
Iteration 3, Warp ID: 162, Weight: 1.42045499999982039e-03, CVs: pc1=1.00, pc2=22.57
Iteration 3, Warp ID: 147, Weight: 7.10227299999910237e-04, CVs: pc1=0.88, pc2=16.00
Iteration 3, Warp ID: 157, Weight: 1.89393899999976069e-03, CVs: pc1=0.92, pc2=18.13
Iteration 4, Warp ID: 145, Weight: 7.10227299999900913e-04, CVs: pc1=0.93, pc2=21.40
Iteration 4, Warp ID: 132, Weight: 2.84090899999960358e-03, CVs: pc1=0.93, pc2=21.84
Iteration 4, Warp ID: 156, Weight: 9.46969699999867837e-04, CVs: pc1=1.00, pc2=17.56
Iteration 5, Warp ID: 136, Weight: 1.13636399999982457e-02, CVs: pc1=0.91, pc2=34.00
Iteration 5, Warp ID: 145, Weight: 9.46969699999853851e-04, CVs: pc1=0.98, pc2=36.70
Iteration 5, Warp ID: 154, Weight: 3.15656599999951241e-04, CVs: pc1=1.00, pc2=34.15
Iteration 5, Warp ID: 152, Weight: 3.55113599999945181e-04, CVs: pc1=1.00, pc2=68.82
Iteration 6, Warp ID: 171, Weight: 3.15656599999946145e-04, CVs: pc1=1.00, pc2=70.24
Iteration 6, Warp ID: 151, Weight: 7.10227299999878904e-04, CVs: pc1=0.91, pc2=24.63
Iteration 7, Warp ID: 154, Weight: 9.66698199999817807e-04, CVs: pc1=0.95, pc2=58.74
Iteration 8, Warp ID: 156, Weight: 5.35958499999888288e-04, CVs: pc1=1.00, pc2=29.38
Iteration 10, Warp ID: 154, Weight: 2.08505999999946973e-03, CVs: pc1=0.96, pc2=45.20
Iteration 11, Warp ID: 148, Weight: 1.89393899999946774e-03, CVs: pc1=0.88, pc2=57.37
Iteration 11, Warp ID: 167, Weight: 1.49608099999957935e-04, CVs: pc1=1.00, pc2=28.43
Iteration 12, Warp ID: 162, Weight: 9.29227699999711433e-04, CVs: pc1=0.97, pc2=14.97
Iteration 12, Warp ID: 163, Weight: 9.29227699999711433e-04, CVs: pc1=0.99, pc2=26.85
Iteration 12, Warp ID: 166, Weight: 1.62760399999949443e-04, CVs: pc1=0.96, pc2=61.53
Iteration 12, Warp ID: 151, Weight: 5.73874299999821793e-04, CVs: pc1=0.90, pc2=24.96
Iteration 13, Warp ID: 166, Weight: 2.32306899999920233e-04, CVs: pc1=0.98, pc2=30.50
Iteration 13, Warp ID: 164, Weight: 2.32306899999920233e-04, CVs: pc1=1.00, pc2=33.23
Iteration 13, Warp ID: 165, Weight: 2.32306899999920233e-04, CVs: pc1=0.96, pc2=25.83
Iteration 14, Warp ID: 146, Weight: 2.24006199999915011e-03, CVs: pc1=0.92, pc2=24.64
Iteration 14, Warp ID: 159, Weight: 3.25520799999876444e-04, CVs: pc1=1.00, pc2=58.49
Iteration 15, Warp ID: 167, Weight: 1.44429299999939429e-03, CVs: pc1=1.00, pc2=42.07
Iteration 16, Warp ID: 162, Weight: 2.12492799999901500e-03, CVs: pc1=1.00, pc2=65.31
Iteration 16, Warp ID: 143, Weight: 2.99709299999861107e-03, CVs: pc1=0.91, pc2=23.18
Iteration 17, Warp ID: 164, Weight: 5.67195399999709441e-05, CVs: pc1=1.00, pc2=12.58
Iteration 17, Warp ID: 148, Weight: 3.05381299999843555e-03, CVs: pc1=0.91, pc2=50.31
Iteration 18, Warp ID: 150, Weight: 2.60632399999852422e-04, CVs: pc1=0.95, pc2=59.95
Iteration 18, Warp ID: 151, Weight: 2.32306899999868490e-04, CVs: pc1=0.91, pc2=26.41
Iteration 20, Warp ID: 145, Weight: 9.08334599999371917e-05, CVs: pc1=0.87, pc2=24.41
Iteration 20, Warp ID: 161, Weight: 1.30316199999909894e-04, CVs: pc1=0.92, pc2=44.36
Iteration 20, Warp ID: 142, Weight: 1.81666899999874382e-04, CVs: pc1=0.86, pc2=24.29
Iteration 21, Warp ID: 153, Weight: 4.34387399999668005e-05, CVs: pc1=0.95, pc2=32.68
Iteration 21, Warp ID: 165, Weight: 6.51581099999502041e-05, CVs: pc1=1.00, pc2=37.54
Iteration 23, Warp ID: 141, Weight: 2.08947799999804971e-04, CVs: pc1=0.86, pc2=48.49
Iteration 24, Warp ID: 152, Weight: 2.17193699999775964e-05, CVs: pc1=0.98, pc2=43.16
Iteration 25, Warp ID: 162, Weight: 1.35746099999845237e-06, CVs: pc1=1.00, pc2=63.62
Iteration 25, Warp ID: 165, Weight: 6.95906099999206657e-04, CVs: pc1=1.00, pc2=53.64
Iteration 26, Warp ID: 161, Weight: 1.11965199999858935e-04, CVs: pc1=0.97, pc2=28.36
Iteration 26, Warp ID: 165, Weight: 5.42984299999315958e-06, CVs: pc1=1.00, pc2=60.64
Iteration 27, Warp ID: 169, Weight: 7.23978999998991846e-06, CVs: pc1=0.99, pc2=44.78
Iteration 27, Warp ID: 157, Weight: 3.80185299999470612e-05, CVs: pc1=0.91, pc2=65.74
Iteration 28, Warp ID: 152, Weight: 8.02904599998764440e-04, CVs: pc1=0.92, pc2=55.41
Iteration 28, Warp ID: 151, Weight: 1.50447199999768460e-04, CVs: pc1=0.89, pc2=32.14
Iteration 29, Warp ID: 170, Weight: 1.37944599999765400e-04, CVs: pc1=1.00, pc2=31.23
Iteration 29, Warp ID: 171, Weight: 1.35746099999769131e-06, CVs: pc1=1.00, pc2=65.63
Iteration 29, Warp ID: 167, Weight: 7.23978999998768738e-06, CVs: pc1=0.98, pc2=78.52
Iteration 30, Warp ID: 162, Weight: 2.49972899999530181e-05, CVs: pc1=0.88, pc2=15.65
Iteration 30, Warp ID: 163, Weight: 2.49972899999530181e-05, CVs: pc1=0.93, pc2=27.14
Iteration 30, Warp ID: 166, Weight: 5.01490699999057441e-05, CVs: pc1=0.95, pc2=18.73
Iteration 31, Warp ID: 169, Weight: 9.19630799998089830e-05, CVs: pc1=1.00, pc2=55.28
Iteration 31, Warp ID: 170, Weight: 9.19630799998089830e-05, CVs: pc1=1.00, pc2=48.27
Iteration 31, Warp ID: 140, Weight: 9.95781299997931498e-04, CVs: pc1=0.87, pc2=52.02
Iteration 31, Warp ID: 149, Weight: 4.24750399999117702e-04, CVs: pc1=0.91, pc2=61.22
Iteration 31, Warp ID: 150, Weight: 2.81792399999414647e-03, CVs: pc1=0.87, pc2=67.40
Iteration 31, Warp ID: 155, Weight: 3.00894399999374954e-05, CVs: pc1=0.91, pc2=64.44
Iteration 31, Warp ID: 159, Weight: 5.01490699998958305e-05, CVs: pc1=0.93, pc2=32.86
Iteration 32, Warp ID: 168, Weight: 4.99945799998852331e-05, CVs: pc1=0.95, pc2=12.05
Iteration 32, Warp ID: 157, Weight: 1.00363099999769602e-04, CVs: pc1=0.91, pc2=13.54
Iteration 32, Warp ID: 165, Weight: 3.12466099999282680e-06, CVs: pc1=0.94, pc2=39.30
Iteration 33, Warp ID: 169, Weight: 3.44861499999125033e-05, CVs: pc1=1.00, pc2=47.41
Iteration 33, Warp ID: 165, Weight: 1.14953799999708353e-05, CVs: pc1=0.98, pc2=63.16
Iteration 34, Warp ID: 169, Weight: 2.87384599999194166e-06, CVs: pc1=0.98, pc2=45.31
Iteration 34, Warp ID: 170, Weight: 2.87384599999194166e-06, CVs: pc1=0.96, pc2=47.34
