Iteration 11, Warp ID: 202, Weight: 7.79398895483527337e-06, CVs: pc1=0.88, pc2=105.00
Iteration 13, Warp ID: 241, Weight: 8.65998797231956931e-07, CVs: pc1=1.00, pc2=148.16
Iteration 13, Warp ID: 222, Weight: 8.65998797231956931e-07, CVs: pc1=0.92, pc2=89.42
Iteration 14, Warp ID: 229, Weight: 2.88666299999999975e-07, CVs: pc1=0.90, pc2=81.53
Iteration 14, Warp ID: 232, Weight: 1.73199798970248032e-06, CVs: pc1=0.86, pc2=103.54
Iteration 14, Warp ID: 238, Weight: 2.88666299999999975e-07, CVs: pc1=0.88, pc2=71.79
Iteration 14, Warp ID: 240, Weight: 2.88666299999999975e-07, CVs: pc1=0.92, pc2=172.66
Iteration 14, Warp ID: 241, Weight: 2.88666299999999975e-07, CVs: pc1=0.92, pc2=140.30
Iteration 14, Warp ID: 243, Weight: 2.88666299999999975e-07, CVs: pc1=0.92, pc2=112.11
Iteration 14, Warp ID: 244, Weight: 2.88666299999999975e-07, CVs: pc1=0.92, pc2=80.49
Iteration 15, Warp ID: 256, Weight: 1.44333099999999992e-07, CVs: pc1=0.90, pc2=92.61
Iteration 15, Warp ID: 249, Weight: 9.62220899999999952e-08, CVs: pc1=0.92, pc2=115.10
Iteration 15, Warp ID: 258, Weight: 9.62220899999999952e-08, CVs: pc1=0.88, pc2=99.65
Iteration 15, Warp ID: 260, Weight: 9.62220899999999952e-08, CVs: pc1=0.88, pc2=84.71
Iteration 15, Warp ID: 243, Weight: 2.88666299999999975e-07, CVs: pc1=0.88, pc2=71.45
Iteration 15, Warp ID: 250, Weight: 9.62220899999999952e-08, CVs: pc1=0.88, pc2=92.56
Iteration 16, Warp ID: 257, Weight: 4.81110400000000059e-08, CVs: pc1=0.88, pc2=117.74
Iteration 16, Warp ID: 258, Weight: 2.88666299999999975e-07, CVs: pc1=0.88, pc2=111.51
Iteration 16, Warp ID: 262, Weight: 4.81110400000000059e-08, CVs: pc1=0.92, pc2=162.67
Iteration 16, Warp ID: 265, Weight: 3.20740300000000028e-08, CVs: pc1=0.92, pc2=162.89
Iteration 16, Warp ID: 266, Weight: 3.20740300000000028e-08, CVs: pc1=1.00, pc2=171.89
Iteration 16, Warp ID: 246, Weight: 1.44333100000000018e-07, CVs: pc1=0.88, pc2=95.48
Iteration 16, Warp ID: 255, Weight: 4.81110400000000059e-08, CVs: pc1=0.96, pc2=101.63
Iteration 17, Warp ID: 261, Weight: 2.40555199999999997e-08, CVs: pc1=0.90, pc2=98.21
Iteration 17, Warp ID: 262, Weight: 2.40555199999999997e-08, CVs: pc1=0.86, pc2=120.39
Iteration 17, Warp ID: 266, Weight: 4.81110399999999993e-08, CVs: pc1=0.92, pc2=141.02
Iteration 17, Warp ID: 251, Weight: 4.81110399999999993e-08, CVs: pc1=0.88, pc2=77.78
Iteration 17, Warp ID: 254, Weight: 9.62220899999999952e-08, CVs: pc1=0.96, pc2=155.86
Iteration 18, Warp ID: 269, Weight: 3.56378100000000019e-09, CVs: pc1=1.00, pc2=128.37
