Iteration 2, Warp ID: 59, Weight: 2.05462526546525571e-03, CVs: pc1=0.92, pc2=0.91
Iteration 3, Warp ID: 62, Weight: 2.05441961338349377e-03, CVs: pc1=0.89, pc2=1.00
Iteration 4, Warp ID: 72, Weight: 1.36946655290526732e-03, CVs: pc1=0.97, pc2=1.23
Iteration 4, Warp ID: 75, Weight: 4.56488917535561049e-04, CVs: pc1=0.87, pc2=0.33
Iteration 4, Warp ID: 77, Weight: 4.56488917535561049e-04, CVs: pc1=0.96, pc2=0.52
Iteration 4, Warp ID: 79, Weight: 6.84733376295047508e-04, CVs: pc1=1.00, pc2=1.09
Iteration 5, Warp ID: 84, Weight: 1.52145573724800647e-04, CVs: pc1=1.00, pc2=1.20
Iteration 6, Warp ID: 81, Weight: 9.12761779304791811e-04, CVs: pc1=0.89, pc2=0.85
Iteration 6, Warp ID: 89, Weight: 5.07089866480462260e-05, CVs: pc1=0.97, pc2=0.75
Iteration 6, Warp ID: 93, Weight: 3.42285654774827247e-04, CVs: pc1=1.00, pc2=1.00
Iteration 7, Warp ID: 105, Weight: 5.07023630913042188e-05, CVs: pc1=1.00, pc2=1.36
Iteration 7, Warp ID: 110, Weight: 6.84481991297163192e-04, CVs: pc1=1.00, pc2=1.36
Iteration 7, Warp ID: 85, Weight: 3.04214218365546536e-04, CVs: pc1=0.91, pc2=1.27
Iteration 7, Warp ID: 86, Weight: 3.04214218365546536e-04, CVs: pc1=0.87, pc2=1.41
Iteration 7, Warp ID: 88, Weight: 1.69007910371858081e-05, CVs: pc1=0.92, pc2=1.10
Iteration 7, Warp ID: 89, Weight: 1.69007910371858081e-05, CVs: pc1=0.90, pc2=1.17
Iteration 7, Warp ID: 94, Weight: 2.53511815557787136e-05, CVs: pc1=0.90, pc2=0.63
Iteration 8, Warp ID: 112, Weight: 8.44921482085954818e-06, CVs: pc1=0.96, pc2=1.41
Iteration 9, Warp ID: 100, Weight: 6.96956235404293890e-05, CVs: pc1=0.90, pc2=1.20
Iteration 10, Warp ID: 107, Weight: 7.95388828458038779e-05, CVs: pc1=0.93, pc2=1.47
Iteration 11, Warp ID: 130, Weight: 8.55073168355013230e-05, CVs: pc1=0.98, pc2=0.60
Iteration 11, Warp ID: 136, Weight: 7.60065105057643338e-05, CVs: pc1=1.00, pc2=0.93
Iteration 11, Warp ID: 125, Weight: 1.68903367966762914e-05, CVs: pc1=0.95, pc2=1.44
Iteration 12, Warp ID: 108, Weight: 1.68872602645175921e-05, CVs: pc1=0.92, pc2=0.92
Iteration 12, Warp ID: 114, Weight: 2.84972473143126941e-05, CVs: pc1=1.00, pc2=1.44
Iteration 12, Warp ID: 116, Weight: 2.84972473143126941e-05, CVs: pc1=1.00, pc2=0.99
Iteration 12, Warp ID: 117, Weight: 1.26654476983881968e-05, CVs: pc1=0.97, pc2=1.15
Iteration 13, Warp ID: 106, Weight: 2.11049638692421647e-06, CVs: pc1=0.91, pc2=1.42
Iteration 13, Warp ID: 108, Weight: 6.33148910040432284e-06, CVs: pc1=0.94, pc2=0.92
Iteration 13, Warp ID: 109, Weight: 6.33148910040432284e-06, CVs: pc1=0.89, pc2=1.07
Iteration 14, Warp ID: 112, Weight: 4.36078531728932730e-05, CVs: pc1=0.94, pc2=1.05
Iteration 14, Warp ID: 117, Weight: 5.62681911710613477e-06, CVs: pc1=1.00, pc2=1.41
Iteration 14, Warp ID: 119, Weight: 4.74762841705431444e-06, CVs: pc1=0.90, pc2=0.99
Iteration 15, Warp ID: 132, Weight: 9.49314665819268587e-06, CVs: pc1=1.00, pc2=0.83
Iteration 15, Warp ID: 114, Weight: 1.87518904809919236e-06, CVs: pc1=0.99, pc2=1.47
Iteration 15, Warp ID: 115, Weight: 1.87518904809919236e-06, CVs: pc1=0.92, pc2=1.33
Iteration 17, Warp ID: 148, Weight: 1.15970294045138505e-05, CVs: pc1=1.00, pc2=1.49
Iteration 17, Warp ID: 149, Weight: 1.15970294045138505e-05, CVs: pc1=1.00, pc2=1.31
Iteration 17, Warp ID: 118, Weight: 4.06091409429892390e-06, CVs: pc1=0.90, pc2=1.45
Iteration 17, Warp ID: 127, Weight: 4.21710271331042130e-06, CVs: pc1=0.89, pc2=1.34
Iteration 18, Warp ID: 132, Weight: 3.74751867774052364e-06, CVs: pc1=0.93, pc2=0.71
Iteration 18, Warp ID: 141, Weight: 4.21595838272463496e-06, CVs: pc1=1.00, pc2=1.30
Iteration 20, Warp ID: 143, Weight: 2.22477887887374479e-03, CVs: pc1=0.90, pc2=1.40
Iteration 23, Warp ID: 144, Weight: 2.26685868473507415e-06, CVs: pc1=1.00, pc2=1.37
Iteration 25, Warp ID: 157, Weight: 9.30215431519390833e-08, CVs: pc1=1.00, pc2=0.80
Iteration 26, Warp ID: 145, Weight: 1.12859705072960170e-07, CVs: pc1=0.97, pc2=1.47
Iteration 26, Warp ID: 127, Weight: 1.23657760610905258e-04, CVs: pc1=0.87, pc2=0.58
Iteration 27, Warp ID: 164, Weight: 1.41020095975588548e-06, CVs: pc1=1.01, pc2=1.11
Iteration 27, Warp ID: 151, Weight: 3.76014241573536777e-08, CVs: pc1=1.00, pc2=1.11
Iteration 27, Warp ID: 157, Weight: 5.64020980352088527e-08, CVs: pc1=1.00, pc2=1.13
Iteration 28, Warp ID: 143, Weight: 2.05886209398741511e-05, CVs: pc1=0.88, pc2=0.45
Iteration 29, Warp ID: 151, Weight: 6.85901366944341182e-06, CVs: pc1=0.98, pc2=0.51
Iteration 29, Warp ID: 152, Weight: 6.85901366944341182e-06, CVs: pc1=0.92, pc2=1.00
Iteration 31, Warp ID: 153, Weight: 2.28349775615029514e-06, CVs: pc1=1.00, pc2=1.04
Iteration 31, Warp ID: 155, Weight: 2.28349775615029514e-06, CVs: pc1=0.96, pc2=1.06
Iteration 32, Warp ID: 149, Weight: 4.16544358843454550e-09, CVs: pc1=0.88, pc2=0.84
Iteration 34, Warp ID: 146, Weight: 7.59492574285045063e-07, CVs: pc1=0.91, pc2=0.59
Iteration 36, Warp ID: 138, Weight: 3.74780247995825952e-07, CVs: pc1=0.97, pc2=1.25
Iteration 38, Warp ID: 159, Weight: 4.38806246727883954e-09, CVs: pc1=1.00, pc2=1.07
